CustomerId,total_amount,avg_amount,std_amount,transaction_count,total_value,avg_value,std_value,avg_hour,prop_weekend,count_financial_services,count_airtime,count_utility_bill,count_data_bundles,count_tv,most_frequent_ProductCategory_data_bundles,most_frequent_ProductCategory_financial_services,most_frequent_ProductCategory_movies,most_frequent_ProductCategory_other,most_frequent_ProductCategory_ticket,most_frequent_ProductCategory_transport,most_frequent_ProductCategory_tv,most_frequent_ProductCategory_utility_bill,most_frequent_ChannelId_ChannelId_2,most_frequent_ChannelId_ChannelId_3,most_frequent_ChannelId_ChannelId_5,is_high_risk
CustomerId_1,-0.06689055545071151,-0.15336428770238522,-0.14043246609822269,-0.25345907179094945,-0.08952358110188405,-0.052297016997452796,-0.13150788249858814,1.0525951068177195,-0.6452132942798625,-0.3509832775557024,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_10,-0.06689055545071151,-0.15336428770238522,-0.14043246609822269,-0.25345907179094945,-0.08952358110188405,-0.052297016997452796,-0.13150788249858814,1.0525951068177195,-0.6452132942798625,-0.3509832775557024,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_1001,-0.05584872860516775,-0.06987027274809754,-0.0727308751064497,-0.21218649360810643,-0.08201119088921975,-0.07570971454641837,-0.08919729609725753,-0.8697034367151211,-0.6452132942798625,-0.264205647914907,-0.13381017937856093,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1002,-0.06165488922144951,-0.09143504187021956,-0.13464699820889056,-0.15027762633384187,-0.09144771045782381,-0.10943062320315555,-0.1261543076347316,0.45587272079865554,-0.052249542038446305,-0.1774280182741116,-0.09379864397372581,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_1003,-0.05584872860516775,-0.07384617822211123,-0.07818589690744905,-0.20186834906239567,-0.08142198381371668,-0.08016927598431658,-0.09079450175128957,0.6618840207338085,-0.6452132942798625,-0.264205647914907,-0.12047300091028255,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1004,-0.062473824712494005,-0.08179798917013864,-0.14043246609822269,-0.25345907179094945,-0.09246961647939947,-0.10007803240350499,-0.13150788249858814,1.5214484101184125,2.6160873430479263,-0.3509832775557024,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1005,-0.045248574833445736,-0.06138834107020164,-0.07866893155134992,-0.1709139154252634,-0.07066895468578542,-0.07140942315987367,-0.08913693859667053,-0.3279173973454318,-0.6452132942798625,-0.2063538948210434,-0.10713582244200419,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1006,-0.06284188560734547,-0.08776184738115919,-0.14043246609822269,-0.25345907179094945,-0.09283787090158889,-0.10605065932926151,-0.13150788249858814,-1.0572447580353983,-0.6452132942798625,-0.3220574010087706,-0.16048453631511767,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1007,-0.05290424144635608,0.07326232431639564,-0.14043246609822269,-0.25345907179094945,-0.08289500150247438,0.05521026766616464,-0.13150788249858814,-1.291671409685745,2.6160873430479263,-0.3220574010087706,-0.16048453631511767,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1008,-0.05584872860516775,-0.03408712348197424,-0.14043246609822269,-0.2431409272452387,-0.08584103687998978,-0.052297016997452796,-0.13150788249858814,0.3493151518666802,2.6160873430479263,-0.2931315244618388,-0.16048453631511767,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1009,-0.06302591605477119,-0.09074377648666945,-0.14043246609822269,-0.25345907179094945,-0.09302199811268361,-0.10903697279213978,-0.13150788249858814,-1.291671409685745,-0.6452132942798625,-0.3509832775557024,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1010,-0.05351706283628376,-0.071288819022576,-0.08911358033482732,-0.19155020451668492,-0.0814311901742714,-0.0847411796905802,-0.0810781313494117,-0.019069586441006987,-0.6452132942798625,-0.2352797713679752,-0.1471473578468393,0.7476387081346897,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1012,-0.017236932369880623,-0.08365919648804822,-0.10490945933603629,0.49976548004593585,-0.04426732214133669,-0.10129725540810605,-0.09657123488334923,0.6819475629921719,0.0599327894666865,0.603570648493047,0.3863397808842956,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CustomerId_1014,0.2179444098569354,0.47573329568711736,1.0913206244469098,-0.18123205997097416,0.1880960626982807,0.4582729957508436,1.0998926659382686,-0.5590881232784122,-0.6452132942798625,-0.119576265180248,-0.16048453631511767,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1016,-0.05584872860516775,-0.06987027274809754,-0.07080679887375342,-0.21218649360810643,-0.08142198381371668,-0.07379847393017629,-0.09248607586426164,1.5214484101184125,-0.6452132942798625,-0.264205647914907,-0.13381017937856093,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CustomerId_1020,0.044335606668925054,-0.08514142209479475,-0.1146228503936077,1.8308061264426234,0.016756486414095342,-0.10323778742169033,-0.10589692753356421,0.09410190056260845,0.43117657124211706,2.8308631426067956,0.9865128119568225,-0.25799179001053274,-0.18030190512947342,2.214807815124286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CustomerId_1021,-0.06136964202793963,-0.06390641453707699,-0.14043246609822269,-0.25345907179094945,-0.09136485321283118,-0.08216015162623541,-0.13150788249858814,1.7558750617687588,-0.6452132942798625,-0.3220574010087706,-0.16048453631511767,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1022,-0.06063352023823671,-0.051978698115035894,-0.14043246609822269,-0.25345907179094945,-0.09062834436845234,-0.07021489777472237,-0.13150788249858814,0.3493151518666802,-0.6452132942798625,-0.3509832775557024,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1025,-0.05687929911075183,-0.08731455801533264,-0.12181516046009382,-0.09868690360528809,-0.08591468776442768,-0.10463216043439434,-0.11408020589247811,-0.4125714659969457,-0.23755071461388888,-0.09065038863331619,-0.06712428703716906,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1027,-0.05335695634702337,-0.08232195671296401,-0.10446784072030153,-0.1193231926967096,-0.08317855740756024,-0.1004065268844216,-0.09575622716085105,0.3158256302023451,-0.6452132942798625,-0.119576265180248,-0.09379864397372581,-0.25799179001053274,0.23798062989500862,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CustomerId_1028,-0.06302591605477119,-0.09074377648666945,-0.14043246609822269,-0.25345907179094945,-0.09302199811268361,-0.10903697279213978,-0.13150788249858814,-0.5883914547347056,2.6160873430479263,-0.3220574010087706,-0.16048453631511767,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1029,-0.04443884086477253,-0.059930509063063284,-0.05070677113115677,-0.1709139154252634,-0.06558704365957134,-0.062251395207047,-0.03494762169325443,-0.4321070203011414,-0.6452132942798625,-0.2352797713679752,-0.12047300091028255,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1030,-0.062345003399295995,-0.09197382224269245,-0.13306399099465815,-0.18123205997097416,-0.09149374226059749,-0.10855169685442206,-0.12664479720005786,0.11488850021633377,0.9854370243840318,-0.2352797713679752,-0.10713582244200419,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_1031,-0.023886762169340894,-0.08098227649946808,-0.09279237125980899,0.25213001094887766,-0.0396906561823665,-0.09466420445292224,-0.08569275864924793,-0.12891521750002632,-0.5147612687867509,0.22753425338293362,0.17294492539184164,1.753269206279912,0.23798062989500862,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CustomerId_1032,-0.062473824712494005,-0.08776184738115919,-0.14043246609822269,-0.2431409272452387,-0.09246961647939947,-0.10605065932926151,-0.13150788249858814,-2.463804667937477,-0.6452132942798625,-0.3220574010087706,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CustomerId_1033,-0.06286028865208804,-0.09089287294194497,-0.13276877532242667,-0.2431409272452387,-0.09281945818047942,-0.10888765711899587,-0.12457605157367156,-0.5883914547347056,2.6160873430479263,-0.3220574010087706,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_1034,-0.04830053577355403,-0.07862670756642846,-0.058923657489476866,-0.09868690360528809,-0.069729169400358,-0.08822535426934117,-0.05248738741371013,-0.16349314861845263,-0.23755071461388888,-0.264205647914907,-0.013775573164055574,0.24482345906207847,-0.18030190512947342,0.21894728672089567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
CustomerId_1036,-0.0632283495469395,-0.09382510322903007,-0.13010617051189288,-0.23282278269952794,-0.09245120375829,-0.10794199118908442,-0.12584806624882466,-0.5883914547347056,-0.6452132942798625,-0.2931315244618388,-0.1471473578468393,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
CustomerId_1038,-0.05621678950001921,-0.07106304439030164,-0.07142160708975696,-0.21218649360810643,-0.0817902382359061,-0.07499299931532759,-0.09194408036880035,0.3493151518666802,-0.6452132942798625,-0.264205647914907,-0.13381017937856093,-0.25799179001053274,-0.18030190512947342,-0.11369613467966934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
